id_evaluacion,id_registro,id_usuario,nombre,edad,genero,id_contexto,origen,actividad,ubicacion,descripcion,fecha_hora,valencia,activacion,comentario,intensidad,intensidad_normalizada,cuadrante,etiqueta_emocional
2370,2568,18,Tomás Moreira,19,M,7,Plataforma virtual,Carga de proyecto parcial,Aula virtual,Subida de avances del proyecto integrador para revisión.,2026-04-14 14:34:00,0.98,0.46,Comprendió el problema planteado,1.0825894882179485,0.7655063683601854,Positiva-Alta,Entusiasta
2371,2690,19,Valentina Benítez,32,F,8,Plataforma virtual,Entrega final de módulo,Aula virtual,Entrega de producto final correspondiente a una unidad del curso.,2026-04-10 17:24:00,-0.11,0.25,Continuó trabajando con apoyo parcial,0.27313000567495327,0.19313207915827965,Centro,Neutro
2372,615,20,Agustín Álvarez,18,M,9,Actividad presencial,Trabajo en pares,Aula taller,Resolución de una consigna breve junto a otro estudiante.,2026-05-23 11:28:00,0.35,-0.39,Terminó la actividad con seguridad,0.5240229002629561,0.37054014627297804,Positiva-Baja,Calmo
2373,3484,21,Camila Torres,41,F,10,Actividad presencial,Trabajo en equipo,Aula taller,Construcción colaborativa de una solución de programación.,2026-04-26 13:36:00,0.53,0.74,Avanzó sin mayores dificultades,0.9102197536858888,0.6436225602012409,Positiva-Alta,Entusiasta
2374,2230,22,Emiliano Ferreira,24,M,11,Actividad presencial,Revisión cruzada entre pares,Aula taller,Lectura y comentario del código producido por otros estudiantes.,2026-05-30 12:27:00,0.0,0.79,Registró una respuesta breve,0.79,0.5586143571373725,Positiva-Alta,Tenso
2375,450,23,Florencia Molina,33,F,12,Actividad presencial,Debate de soluciones,Aula taller,Comparación grupal de distintas estrategias para resolver un problema.,2026-04-28 17:49:00,-0.02,0.26,Registró una respuesta breve,0.260768096208106,0.18439088914585774,Centro,Neutro
2376,2765,24,Ignacio Ríos,32,M,1,Aplicación educativa,Práctica guiada de variables,Laboratorio de informática,"Actividad introductoria para declarar variables, tipos de datos y operaciones simples.",2026-04-14 11:17:00,0.28,0.14,Registró una respuesta breve,0.31304951684997057,0.22135943621178655,Centro,Neutro
2377,1009,25,Julieta Cabrera,34,F,2,Aplicación educativa,Ejercicio de condicionales,Laboratorio de informática,"Resolución de problemas con estructuras if, elif y else.",2026-05-30 11:05:00,0.1,-0.09,Registró una respuesta breve,0.13453624047073712,0.09513148795220225,Centro,Neutro
2378,1815,1,Ana Pérez,35,F,3,Aplicación educativa,Ejercicio de bucles,Laboratorio de informática,Práctica con ciclos for y while para recorrer datos.,2026-05-27 16:35:00,-0.33,0.6,Se bloqueó durante la ejecución del código,0.6847627326307997,0.4842003717470692,Negativa-Alta,Frustrado
2379,1113,2,Bruno Gómez,39,M,4,Aplicación educativa,Práctica de funciones,Laboratorio de informática,"Diseño de funciones con parámetros, retorno y responsabilidad única.",2026-04-30 16:40:00,-0.23,-0.09,Realizó la actividad sin comentarios especiales,0.2469817807045694,0.1746424919657298,Centro,Neutro
2380,3494,3,Carla Rodríguez,40,F,5,Plataforma virtual,Entrega de tarea individual,Aula virtual,Carga de una solución individual en la plataforma institucional.,2026-05-14 13:36:00,0.08,0.63,Analizó ejemplos antes de resolver,0.6350590523722971,0.44905456238635405,Positiva-Alta,Tenso
2381,2881,4,Diego Fernández,26,M,6,Plataforma virtual,Reentrega corregida,Aula virtual,Nueva entrega luego de revisar observaciones o errores previos.,2026-05-17 12:42:00,-0.58,0.34,Se bloqueó durante la ejecución del código,0.6723094525588644,0.47539457296018844,Negativa-Alta,Frustrado
2382,680,5,Elena Silva,32,F,7,Plataforma virtual,Carga de proyecto parcial,Aula virtual,Subida de avances del proyecto integrador para revisión.,2026-05-22 11:23:00,-0.03,0.23,Analizó ejemplos antes de resolver,0.23194827009486405,0.16401219466856726,Centro,Neutro
2383,4080,6,Federico Martínez,34,M,8,Plataforma virtual,Entrega final de módulo,Aula virtual,Entrega de producto final correspondiente a una unidad del curso.,2026-04-01 15:51:00,0.53,-0.22,Se mostró motivado durante la tarea,0.5738466694161429,0.4057708713054696,Positiva-Baja,Calmo
2384,2464,7,Gabriela López,35,F,9,Actividad presencial,Trabajo en pares,Aula taller,Resolución de una consigna breve junto a otro estudiante.,2026-04-21 12:17:00,0.12,0.3,Continuó trabajando con apoyo parcial,0.32310988842807026,0.22847319317591724,Positiva-Alta,Alerta
2385,4177,8,Hernán Cardozo,42,M,10,Actividad presencial,Trabajo en equipo,Aula taller,Construcción colaborativa de una solución de programación.,2026-05-13 09:16:00,0.44,0.49,Avanzó sin mayores dificultades,0.6585590330410782,0.465671558075002,Positiva-Alta,Entusiasta
2386,4250,9,Inés Acosta,36,F,11,Actividad presencial,Revisión cruzada entre pares,Aula taller,Lectura y comentario del código producido por otros estudiantes.,2026-05-29 12:49:00,0.03,-0.42,Analizó ejemplos antes de resolver,0.42107006542854597,0.2977414986191881,Positiva-Baja,Cansado
2387,2369,10,Joaquín Suárez,25,M,12,Actividad presencial,Debate de soluciones,Aula taller,Comparación grupal de distintas estrategias para resolver un problema.,2026-05-23 09:06:00,0.44,-0.26,Avanzó sin mayores dificultades,0.5110772935672255,0.36138621999185305,Positiva-Baja,Calmo
2388,2171,11,Lucía Méndez,22,F,1,Aplicación educativa,Práctica guiada de variables,Laboratorio de informática,"Actividad introductoria para declarar variables, tipos de datos y operaciones simples.",2026-05-28 12:45:00,0.69,0.2,Encontró una solución funcional,0.7184010022264723,0.5079862202855505,Positiva-Alta,Calmo
2389,2333,12,Martín Castro,39,M,2,Aplicación educativa,Ejercicio de condicionales,Laboratorio de informática,"Resolución de problemas con estructuras if, elif y else.",2026-04-26 09:50:00,0.17,0.69,Analizó ejemplos antes de resolver,0.7106335201775947,0.5024937810560445,Positiva-Alta,Tenso
2390,2433,13,Natalia Ramos,36,F,3,Aplicación educativa,Ejercicio de bucles,Laboratorio de informática,Práctica con ciclos for y while para recorrer datos.,2026-04-24 11:00:00,0.37,-0.05,Encontró una solución funcional,0.3733630940518894,0.2640075756488817,Positiva-Baja,Calmo
2391,2289,14,Octavio Varela,37,M,4,Aplicación educativa,Práctica de funciones,Laboratorio de informática,"Diseño de funciones con parámetros, retorno y responsabilidad única.",2026-05-30 09:15:00,0.47,0.51,Se mostró motivado durante la tarea,0.6935416353759881,0.49040799340956914,Positiva-Alta,Entusiasta
2392,830,15,Paula Costa,22,F,5,Plataforma virtual,Entrega de tarea individual,Aula virtual,Carga de una solución individual en la plataforma institucional.,2026-05-29 15:19:00,0.08,-0.27,Continuó trabajando con apoyo parcial,0.2816025568065745,0.19912307751739877,Centro,Neutro
2393,622,16,Rafael Sosa,18,M,6,Plataforma virtual,Reentrega corregida,Aula virtual,Nueva entrega luego de revisar observaciones o errores previos.,2026-05-02 14:19:00,0.11,-0.19,Completó una etapa intermedia,0.21954498400100148,0.1552417469626002,Centro,Neutro
2394,4812,17,Sofía Díaz,19,F,7,Plataforma virtual,Carga de proyecto parcial,Aula virtual,Subida de avances del proyecto integrador para revisión.,2026-05-17 10:11:00,0.08,-0.37,Analizó ejemplos antes de resolver,0.378549864614954,0.26767517628648346,Positiva-Baja,Cansado
2395,4026,18,Tomás Moreira,19,M,8,Plataforma virtual,Entrega final de módulo,Aula virtual,Entrega de producto final correspondiente a una unidad del curso.,2026-05-10 08:43:00,0.1,-0.11,Continuó trabajando con apoyo parcial,0.14866068747318506,0.10511898020814318,Centro,Neutro
2396,764,19,Valentina Benítez,32,F,9,Actividad presencial,Trabajo en pares,Aula taller,Resolución de una consigna breve junto a otro estudiante.,2026-04-24 18:00:00,-0.5,0.5,Mostró frustración ante errores repetidos,0.7071067811865476,0.5,Negativa-Alta,Frustrado
2397,1065,20,Agustín Álvarez,18,M,10,Actividad presencial,Trabajo en equipo,Aula taller,Construcción colaborativa de una solución de programación.,2026-04-15 15:07:00,0.09,0.38,Registró una respuesta breve,0.3905124837953327,0.2761340254296815,Positiva-Alta,Alerta
2398,198,21,Camila Torres,41,F,11,Actividad presencial,Revisión cruzada entre pares,Aula taller,Lectura y comentario del código producido por otros estudiantes.,2026-04-30 17:42:00,-0.19,0.58,Revisó materiales del curso,0.6103277807866851,0.4315669125408017,Negativa-Alta,Alerta
2399,2992,22,Emiliano Ferreira,24,M,12,Actividad presencial,Debate de soluciones,Aula taller,Comparación grupal de distintas estrategias para resolver un problema.,2026-05-20 17:47:00,-0.57,0.48,Se bloqueó durante la ejecución del código,0.7451845409024531,0.5269250421075088,Negativa-Alta,Frustrado
2400,4043,23,Florencia Molina,33,F,1,Aplicación educativa,Práctica guiada de variables,Laboratorio de informática,"Actividad introductoria para declarar variables, tipos de datos y operaciones simples.",2026-04-21 11:40:00,-0.13,-0.25,Continuó trabajando con apoyo parcial,0.28178005607210743,0.19924858845171275,Centro,Neutro
2401,3421,24,Ignacio Ríos,32,M,2,Aplicación educativa,Ejercicio de condicionales,Laboratorio de informática,"Resolución de problemas con estructuras if, elif y else.",2026-04-02 15:05:00,-0.2,0.52,Registró una respuesta breve,0.5571355310873648,0.39395431207184417,Negativa-Alta,Alerta
2402,2394,25,Julieta Cabrera,34,F,3,Aplicación educativa,Ejercicio de bucles,Laboratorio de informática,Práctica con ciclos for y while para recorrer datos.,2026-04-22 12:45:00,-0.71,0.6,Tuvo dificultades para avanzar,0.929569792968769,0.6573051041943916,Negativa-Alta,Frustrado
2403,3725,1,Ana Pérez,35,F,4,Aplicación educativa,Práctica de funciones,Laboratorio de informática,"Diseño de funciones con parámetros, retorno y responsabilidad única.",2026-05-29 11:52:00,0.13,-0.25,Continuó trabajando con apoyo parcial,0.28178005607210743,0.19924858845171275,Centro,Neutro
2404,3078,3,Carla Rodríguez,40,F,6,Plataforma virtual,Reentrega corregida,Aula virtual,Nueva entrega luego de revisar observaciones o errores previos.,2026-05-18 10:38:00,0.37,0.7,Se mostró motivado durante la tarea,0.7917701686727026,0.5598660554096845,Positiva-Alta,Entusiasta
2405,2142,4,Diego Fernández,26,M,7,Plataforma virtual,Carga de proyecto parcial,Aula virtual,Subida de avances del proyecto integrador para revisión.,2026-04-06 13:57:00,0.17,0.3,Realizó la actividad sin comentarios especiales,0.34481879299133333,0.24382370680473214,Positiva-Alta,Alerta
2406,2887,5,Elena Silva,32,F,8,Plataforma virtual,Entrega final de módulo,Aula virtual,Entrega de producto final correspondiente a una unidad del curso.,2026-05-25 09:47:00,0.21,0.29,Analizó ejemplos antes de resolver,0.3580502757993631,0.2531797780234432,Centro,Neutro
2407,6003,6,Federico Martínez,34,M,9,Actividad presencial,Trabajo en pares,Aula taller,Resolución de una consigna breve junto a otro estudiante.,2026-04-06 12:54:00,-0.11,0.73,Analizó ejemplos antes de resolver,0.7382411530116699,0.5220153254455274,Negativa-Alta,Tenso
2408,1860,7,Gabriela López,35,F,10,Actividad presencial,Trabajo en equipo,Aula taller,Construcción colaborativa de una solución de programación.,2026-05-14 18:00:00,-0.16,0.49,Realizó la actividad sin comentarios especiales,0.5154609587543949,0.3644859393721519,Negativa-Alta,Alerta
2409,1232,8,Hernán Cardozo,42,M,11,Actividad presencial,Revisión cruzada entre pares,Aula taller,Lectura y comentario del código producido por otros estudiantes.,2026-04-29 13:30:00,-0.7,0.98,Se bloqueó durante la ejecución del código,1.2043255373859678,0.8515867542417508,Negativa-Alta,Frustrado
2410,102,9,Inés Acosta,36,F,12,Actividad presencial,Debate de soluciones,Aula taller,Comparación grupal de distintas estrategias para resolver un problema.,2026-05-22 13:35:00,0.19,-0.0,Analizó ejemplos antes de resolver,0.19,0.13435028842544403,Centro,Neutro
2411,2249,10,Joaquín Suárez,25,M,1,Aplicación educativa,Práctica guiada de variables,Laboratorio de informática,"Actividad introductoria para declarar variables, tipos de datos y operaciones simples.",2026-04-19 11:59:00,0.37,0.35,Avanzó sin mayores dificultades,0.5093132631298737,0.36013886210738205,Positiva-Alta,Entusiasta
2412,2430,11,Lucía Méndez,22,F,2,Aplicación educativa,Ejercicio de condicionales,Laboratorio de informática,"Resolución de problemas con estructuras if, elif y else.",2026-04-16 10:28:00,0.24,-0.38,Completó una etapa intermedia,0.44944410108488464,0.317804971641414,Positiva-Baja,Cansado
2413,458,12,Martín Castro,39,M,3,Aplicación educativa,Ejercicio de bucles,Laboratorio de informática,Práctica con ciclos for y while para recorrer datos.,2026-04-20 15:43:00,0.57,0.84,Terminó la actividad con seguridad,1.0151354589413177,0.7178091668403238,Positiva-Alta,Entusiasta
2414,3919,13,Natalia Ramos,36,F,4,Aplicación educativa,Práctica de funciones,Laboratorio de informática,"Diseño de funciones con parámetros, retorno y responsabilidad única.",2026-05-28 14:28:00,-0.24,0.21,Completó una etapa intermedia,0.31890437438203945,0.22549944567559357,Centro,Neutro
2415,4280,14,Octavio Varela,37,M,5,Plataforma virtual,Entrega de tarea individual,Aula virtual,Carga de una solución individual en la plataforma institucional.,2026-04-10 16:01:00,0.29,-0.02,Revisó materiales del curso,0.2906888370749727,0.20554804791094466,Centro,Neutro
2416,1098,15,Paula Costa,22,F,6,Plataforma virtual,Reentrega corregida,Aula virtual,Nueva entrega luego de revisar observaciones o errores previos.,2026-05-28 17:10:00,0.36,0.35,Recibió una devolución positiva,0.5020956084253276,0.35503520952153456,Positiva-Alta,Entusiasta
2417,2603,16,Rafael Sosa,18,M,7,Plataforma virtual,Carga de proyecto parcial,Aula virtual,Subida de avances del proyecto integrador para revisión.,2026-04-25 17:55:00,0.27,0.21,Analizó ejemplos antes de resolver,0.34205262752974136,0.24186773244895646,Centro,Neutro
2418,2708,17,Sofía Díaz,19,F,8,Plataforma virtual,Entrega final de módulo,Aula virtual,Entrega de producto final correspondiente a una unidad del curso.,2026-05-16 08:17:00,-0.25,0.72,Revisó materiales del curso,0.7621679604916491,0.5389341332667658,Negativa-Alta,Tenso
2419,5500,18,Tomás Moreira,19,M,9,Actividad presencial,Trabajo en pares,Aula taller,Resolución de una consigna breve junto a otro estudiante.,2026-05-03 08:16:00,0.09,0.41,Analizó ejemplos antes de resolver,0.4197618372363071,0.29681644159311654,Positiva-Alta,Alerta
2420,1602,19,Valentina Benítez,32,F,10,Actividad presencial,Trabajo en equipo,Aula taller,Construcción colaborativa de una solución de programación.,2026-04-11 11:51:00,0.31,-0.04,Avanzó sin mayores dificultades,0.3125699921617557,0.22102036105300343,Positiva-Baja,Calmo
2421,1255,20,Agustín Álvarez,18,M,11,Actividad presencial,Revisión cruzada entre pares,Aula taller,Lectura y comentario del código producido por otros estudiantes.,2026-05-16 16:59:00,-0.15,0.4,Realizó la actividad sin comentarios especiales,0.4272001872658766,0.3020761493398643,Negativa-Alta,Alerta
2422,1411,21,Camila Torres,41,F,12,Actividad presencial,Debate de soluciones,Aula taller,Comparación grupal de distintas estrategias para resolver un problema.,2026-04-21 10:26:00,0.51,0.38,Avanzó sin mayores dificultades,0.6360031446463138,0.4497221364353771,Positiva-Alta,Entusiasta
2423,147,22,Emiliano Ferreira,24,M,1,Aplicación educativa,Práctica guiada de variables,Laboratorio de informática,"Actividad introductoria para declarar variables, tipos de datos y operaciones simples.",2026-04-28 16:09:00,0.54,0.41,Se mostró motivado durante la tarea,0.6780117993073572,0.47942674101472477,Positiva-Alta,Entusiasta
2424,2811,23,Florencia Molina,33,F,2,Aplicación educativa,Ejercicio de condicionales,Laboratorio de informática,"Resolución de problemas con estructuras if, elif y else.",2026-04-29 08:42:00,-0.43,0.49,No logró completar la actividad a tiempo,0.6519202405202649,0.4609772228646443,Negativa-Alta,Frustrado
2425,117,24,Ignacio Ríos,32,M,3,Aplicación educativa,Ejercicio de bucles,Laboratorio de informática,Práctica con ciclos for y while para recorrer datos.,2026-05-26 09:25:00,-0.27,0.4,Revisó materiales del curso,0.4825971404805462,0.34124771061503106,Negativa-Alta,Alerta
2426,4305,25,Julieta Cabrera,34,F,4,Aplicación educativa,Práctica de funciones,Laboratorio de informática,"Diseño de funciones con parámetros, retorno y responsabilidad única.",2026-05-17 10:10:00,0.42,0.75,Sin comentario,0.8595929269136642,0.6078239876806443,Positiva-Alta,Entusiasta
2427,5383,1,Ana Pérez,35,F,5,Plataforma virtual,Entrega de tarea individual,Aula virtual,Carga de una solución individual en la plataforma institucional.,2026-05-01 16:25:00,-0.35,0.7,Tuvo dificultades para avanzar,0.7826237921249264,0.5533985905294664,Negativa-Alta,Frustrado
2428,4490,2,Bruno Gómez,39,M,6,Plataforma virtual,Reentrega corregida,Aula virtual,Nueva entrega luego de revisar observaciones o errores previos.,2026-05-05 15:00:00,0.09,-0.3,Analizó ejemplos antes de resolver,0.3132091952673165,0.22147234590350098,Positiva-Baja,Cansado
2429,2586,3,Carla Rodríguez,40,F,7,Plataforma virtual,Carga de proyecto parcial,Aula virtual,Subida de avances del proyecto integrador para revisión.,2026-05-26 13:51:00,0.17,-0.24,Registró una respuesta breve,0.29410882339705485,0.2079663434308542,Centro,Neutro
2430,25,4,Diego Fernández,26,M,8,Plataforma virtual,Entrega final de módulo,Aula virtual,Entrega de producto final correspondiente a una unidad del curso.,2026-05-13 16:59:00,0.17,0.42,Registró una respuesta breve,0.45310043036836767,0.3203903868720159,Positiva-Alta,Alerta
2431,313,5,Elena Silva,32,F,9,Actividad presencial,Trabajo en pares,Aula taller,Resolución de una consigna breve junto a otro estudiante.,2026-05-12 15:03:00,-0.36,0.67,No logró completar la actividad a tiempo,0.7605918747922568,0.5378196723809943,Negativa-Alta,Frustrado
2432,2008,6,Federico Martínez,34,M,10,Actividad presencial,Trabajo en equipo,Aula taller,Construcción colaborativa de una solución de programación.,2026-04-03 16:17:00,-0.15,-0.3,Registró una respuesta breve,0.33541019662496846,0.23717082451262844,Negativa-Baja,Cansado
2433,2683,7,Gabriela López,35,F,11,Actividad presencial,Revisión cruzada entre pares,Aula taller,Lectura y comentario del código producido por otros estudiantes.,2026-05-06 11:06:00,-0.57,0.97,Se bloqueó durante la ejecución del código,1.125077775089349,0.795550124127952,Negativa-Alta,Frustrado
2434,1305,8,Hernán Cardozo,42,M,12,Actividad presencial,Debate de soluciones,Aula taller,Comparación grupal de distintas estrategias para resolver un problema.,2026-04-23 15:06:00,0.4,0.75,Se mostró motivado durante la tarea,0.85,0.6010407640085653,Positiva-Alta,Entusiasta
2435,2602,9,Inés Acosta,36,F,1,Aplicación educativa,Práctica guiada de variables,Laboratorio de informática,"Actividad introductoria para declarar variables, tipos de datos y operaciones simples.",2026-05-15 15:34:00,0.39,0.35,Encontró una solución funcional,0.5240229002629561,0.37054014627297804,Positiva-Alta,Entusiasta
2436,4146,10,Joaquín Suárez,25,M,2,Aplicación educativa,Ejercicio de condicionales,Laboratorio de informática,"Resolución de problemas con estructuras if, elif y else.",2026-05-14 08:29:00,-0.17,0.41,Revisó materiales del curso,0.4438468204234429,0.31384709652950427,Negativa-Alta,Alerta
2437,4564,11,Lucía Méndez,22,F,3,Aplicación educativa,Ejercicio de bucles,Laboratorio de informática,Práctica con ciclos for y while para recorrer datos.,2026-05-20 13:56:00,0.36,0.34,Terminó la actividad con seguridad,0.4951767361255979,0.35014282800023194,Positiva-Alta,Entusiasta
2438,5837,12,Martín Castro,39,M,4,Aplicación educativa,Práctica de funciones,Laboratorio de informática,"Diseño de funciones con parámetros, retorno y responsabilidad única.",2026-04-08 16:18:00,0.97,0.86,Recibió una devolución positiva,1.2963410045200299,0.9166515150262939,Positiva-Alta,Entusiasta
2439,3380,13,Natalia Ramos,36,F,5,Plataforma virtual,Entrega de tarea individual,Aula virtual,Carga de una solución individual en la plataforma institucional.,2026-04-07 09:27:00,0.42,-0.25,Recibió una devolución positiva,0.48877397639399744,0.34561539317570905,Positiva-Baja,Calmo
2440,3280,14,Octavio Varela,37,M,6,Plataforma virtual,Reentrega corregida,Aula virtual,Nueva entrega luego de revisar observaciones o errores previos.,2026-04-20 14:50:00,0.14,-0.3,Analizó ejemplos antes de resolver,0.33105890714493696,0.23409399821439247,Positiva-Baja,Cansado
2441,265,15,Paula Costa,22,F,7,Plataforma virtual,Carga de proyecto parcial,Aula virtual,Subida de avances del proyecto integrador para revisión.,2026-04-11 16:44:00,0.16,0.58,Realizó la actividad sin comentarios especiales,0.6016643582596529,0.42544094772365293,Positiva-Alta,Alerta
2442,1215,16,Rafael Sosa,18,M,8,Plataforma virtual,Entrega final de módulo,Aula virtual,Entrega de producto final correspondiente a una unidad del curso.,2026-04-23 15:19:00,-0.3,0.38,Tuvo dudas persistentes sobre la consigna,0.4841487374764082,0.3423448553724738,Negativa-Alta,Frustrado
2443,5203,17,Sofía Díaz,19,F,9,Actividad presencial,Trabajo en pares,Aula taller,Resolución de una consigna breve junto a otro estudiante.,2026-05-07 08:11:00,-0.33,0.21,Tuvo dificultades para avanzar,0.39115214431215894,0.2765863337187866,Negativa-Alta,Triste
2444,4275,18,Tomás Moreira,19,M,10,Actividad presencial,Trabajo en equipo,Aula taller,Construcción colaborativa de una solución de programación.,2026-04-15 11:08:00,-0.86,0.73,Tuvo dificultades para avanzar,1.1280514172678477,0.7976528066771907,Negativa-Alta,Frustrado
2445,2322,19,Valentina Benítez,32,F,11,Actividad presencial,Revisión cruzada entre pares,Aula taller,Lectura y comentario del código producido por otros estudiantes.,2026-04-29 08:51:00,-0.51,0.31,Tuvo dudas persistentes sobre la consigna,0.596824932455071,0.4220189569201838,Negativa-Alta,Frustrado
2446,408,21,Camila Torres,41,F,1,Aplicación educativa,Práctica guiada de variables,Laboratorio de informática,"Actividad introductoria para declarar variables, tipos de datos y operaciones simples.",2026-04-24 09:08:00,0.49,0.06,Encontró una solución funcional,0.49365980188789926,0.34907019351414115,Positiva-Alta,Calmo
2447,5067,22,Emiliano Ferreira,24,M,2,Aplicación educativa,Ejercicio de condicionales,Laboratorio de informática,"Resolución de problemas con estructuras if, elif y else.",2026-05-13 12:46:00,-0.77,0.41,Tuvo dudas persistentes sobre la consigna,0.8723531395025754,0.6168468205316453,Negativa-Alta,Frustrado
2448,1124,23,Florencia Molina,33,F,3,Aplicación educativa,Ejercicio de bucles,Laboratorio de informática,Práctica con ciclos for y while para recorrer datos.,2026-04-26 17:31:00,-0.04,-0.6,Completó una etapa intermedia,0.6013318551349163,0.42520583250938593,Negativa-Baja,Cansado
2449,3683,24,Ignacio Ríos,32,M,4,Aplicación educativa,Práctica de funciones,Laboratorio de informática,"Diseño de funciones con parámetros, retorno y responsabilidad única.",2026-04-08 12:31:00,0.4,-0.48,Se mostró motivado durante la tarea,0.6248199740725324,0.44181444068749043,Positiva-Baja,Calmo
2450,1769,25,Julieta Cabrera,34,F,5,Plataforma virtual,Entrega de tarea individual,Aula virtual,Carga de una solución individual en la plataforma institucional.,2026-04-26 08:29:00,-0.34,0.6,Tuvo dudas persistentes sobre la consigna,0.6896375859826667,0.4876474136094643,Negativa-Alta,Frustrado
2451,4944,1,Ana Pérez,35,F,6,Plataforma virtual,Reentrega corregida,Aula virtual,Nueva entrega luego de revisar observaciones o errores previos.,2026-05-19 12:03:00,0.23,0.21,Analizó ejemplos antes de resolver,0.31144823004794875,0.2202271554554524,Centro,Neutro
2452,3197,2,Bruno Gómez,39,M,7,Plataforma virtual,Carga de proyecto parcial,Aula virtual,Subida de avances del proyecto integrador para revisión.,2026-05-18 09:19:00,0.24,0.18,Continuó trabajando con apoyo parcial,0.3,0.21213203435596423,Centro,Neutro
2453,4934,3,Carla Rodríguez,40,F,8,Plataforma virtual,Entrega final de módulo,Aula virtual,Entrega de producto final correspondiente a una unidad del curso.,2026-04-13 15:57:00,-0.4,0.52,Tuvo dificultades para avanzar,0.656048778674269,0.4638965401897281,Negativa-Alta,Frustrado
2454,3962,4,Diego Fernández,26,M,9,Actividad presencial,Trabajo en pares,Aula taller,Resolución de una consigna breve junto a otro estudiante.,2026-05-05 16:09:00,0.3,0.44,Realizó la actividad sin comentarios especiales,0.5325410782277739,0.37656340767525454,Positiva-Alta,Entusiasta
2455,2933,5,Elena Silva,32,F,10,Actividad presencial,Trabajo en equipo,Aula taller,Construcción colaborativa de una solución de programación.,2026-04-23 17:57:00,-0.13,0.39,Realizó la actividad sin comentarios especiales,0.41109609582188933,0.2906888370749727,Negativa-Alta,Alerta
2456,2711,6,Federico Martínez,34,M,11,Actividad presencial,Revisión cruzada entre pares,Aula taller,Lectura y comentario del código producido por otros estudiantes.,2026-04-15 08:57:00,-0.27,0.43,Realizó la actividad sin comentarios especiales,0.5077400909914441,0.3590264614203248,Negativa-Alta,Alerta
2457,3339,7,Gabriela López,35,F,12,Actividad presencial,Debate de soluciones,Aula taller,Comparación grupal de distintas estrategias para resolver un problema.,2026-04-10 16:20:00,0.12,0.13,Revisó materiales del curso,0.17691806012954134,0.12509996003196805,Centro,Neutro
2458,4883,8,Hernán Cardozo,42,M,1,Aplicación educativa,Práctica guiada de variables,Laboratorio de informática,"Actividad introductoria para declarar variables, tipos de datos y operaciones simples.",2026-04-02 12:42:00,0.98,0.42,Terminó la actividad con seguridad,1.0662082348209472,0.7539230729988305,Positiva-Alta,Entusiasta
2459,3383,9,Inés Acosta,36,F,2,Aplicación educativa,Ejercicio de condicionales,Laboratorio de informática,"Resolución de problemas con estructuras if, elif y else.",2026-05-09 17:32:00,0.15,-0.06,Continuó trabajando con apoyo parcial,0.16155494421403513,0.11423659658795862,Centro,Neutro
2460,2203,10,Joaquín Suárez,25,M,3,Aplicación educativa,Ejercicio de bucles,Laboratorio de informática,Práctica con ciclos for y while para recorrer datos.,2026-05-15 11:49:00,0.48,0.13,Terminó la actividad con seguridad,0.49729267036625424,0.3516390194503448,Positiva-Alta,Calmo
2461,2303,11,Lucía Méndez,22,F,4,Aplicación educativa,Práctica de funciones,Laboratorio de informática,"Diseño de funciones con parámetros, retorno y responsabilidad única.",2026-04-01 12:18:00,-0.12,-0.12,Revisó materiales del curso,0.16970562748477142,0.12,Centro,Neutro
2462,3935,12,Martín Castro,39,M,5,Plataforma virtual,Entrega de tarea individual,Aula virtual,Carga de una solución individual en la plataforma institucional.,2026-05-19 11:01:00,-0.03,0.7,Completó una etapa intermedia,0.7006425622241343,0.4954291069366029,Negativa-Alta,Tenso
2463,4139,13,Natalia Ramos,36,F,6,Plataforma virtual,Reentrega corregida,Aula virtual,Nueva entrega luego de revisar observaciones o errores previos.,2026-04-12 08:17:00,0.26,-0.17,Completó una etapa intermedia,0.31064449134018135,0.21965882636488795,Centro,Neutro
2464,3352,14,Octavio Varela,37,M,7,Plataforma virtual,Carga de proyecto parcial,Aula virtual,Subida de avances del proyecto integrador para revisión.,2026-05-15 12:18:00,-0.45,0.08,Tuvo dudas persistentes sobre la consigna,0.45705579528105755,0.3231872522238462,Negativa-Alta,Triste
2465,3801,15,Paula Costa,22,F,8,Plataforma virtual,Entrega final de módulo,Aula virtual,Entrega de producto final correspondiente a una unidad del curso.,2026-05-25 17:05:00,-0.34,0.25,Tuvo dudas persistentes sobre la consigna,0.4220189569201839,0.2984124662275355,Negativa-Alta,Triste
2466,2579,17,Sofía Díaz,19,F,10,Actividad presencial,Trabajo en equipo,Aula taller,Construcción colaborativa de una solución de programación.,2026-04-06 10:06:00,-0.18,0.74,Realizó la actividad sin comentarios especiales,0.7615773105863908,0.5385164807134504,Negativa-Alta,Tenso
2467,1228,18,Tomás Moreira,19,M,11,Actividad presencial,Revisión cruzada entre pares,Aula taller,Lectura y comentario del código producido por otros estudiantes.,2026-05-05 10:44:00,0.28,0.46,Realizó la actividad sin comentarios especiales,0.5385164807134505,0.38078865529319544,Positiva-Alta,Alerta
2468,6007,19,Valentina Benítez,32,F,12,Actividad presencial,Debate de soluciones,Aula taller,Comparación grupal de distintas estrategias para resolver un problema.,2026-05-03 11:25:00,0.01,0.36,Completó una etapa intermedia,0.3601388621073821,0.25465663156493684,Positiva-Alta,Alerta
